EmployeeNumber,Gender,City,JobTitle,DepartmentName,StoreLocation,Store Lat,Store Long,Division,Age,LengthService,AbsentHours
4901,M,Vancouver,Meat Cutter,Meats,Vancouver,45.63,-122.677,Stores,46,6.4,65.97
4902,F,Vancouver,Meat Cutter,Meats,Vancouver,45.63,-122.677,Stores,45,3.28,36.98
4903,F,Vancouver,Meat Cutter,Meats,Vancouver,45.63,-122.677,Stores,37,2.66,37.65
4909,M,Victoria,Meat Cutter,Meats,Victoria,28.799,-97.006,Stores,38,5.47,0.13
4913,F,Vancouver,Meat Cutter,Meats,Vancouver,45.63,-122.677,Stores,34,3.35,0
4914,F,Vancouver,Shelf Stocker,Processed Foods,Vancouver,45.63,-122.677,Stores,43,6.92,110.32
4918,M,Victoria,Produce Clerk,Produce,Victoria,28.799,-97.006,Stores,37,2,15.58
4921,F,Vancouver,Meat Cutter,Meats,Vancouver,45.63,-122.677,Stores,44,4.96,79.41
4924,M,Fort Langley,Produce Clerk,Produce,Langley,48.034,-122.408,Stores,30,4.8,4.22
4925,F,Victoria,Meat Cutter,Meats,Victoria,28.799,-97.006,Stores,52,5.5,115.86
4926,M,Cobble Hill,Produce Clerk,Produce,Victoria,28.799,-97.006,Stores,18,3.08,0
4927,M,Vancouver,Shelf Stocker,Processed Foods,Vancouver,45.63,-122.677,Stores,46,5.02,76.62
4930,M,Langley,Baker,Bakery,Langley,48.034,-122.408,Stores,23,3.14,0
4933,M,Vancouver,Shelf Stocker,Processed Foods,Vancouver,45.63,-122.677,Stores,40,5.6,59.82
4934,M,Vancouver,Shelf Stocker,Processed Foods,Vancouver,45.63,-122.677,Stores,57,5.56,116.93
4937,M,Vancouver,Shelf Stocker,Processed Foods,Vancouver,45.63,-122.677,Stores,58,3.95,138.51
4940,F,Trail,Baker,Bakery,Trail,47.783,-95.698,Stores,48,7.26,83.76
4944,F,Vancouver,Shelf Stocker,Processed Foods,Vancouver,45.63,-122.677,Stores,32,6.34,9.86
4947,F,Abbotsford,Shelf Stocker,Processed Foods,Abbotsford,44.944,-90.315,Stores,32,5.75,6.49
4955,M,Victoria,Produce Clerk,Produce,Victoria,28.799,-97.006,Stores,42,4.41,46.8
4956,F,Surrey,Baker,Bakery,Surrey,48.236,-101.133,Stores,39,3.69,72.55
4959,M,Vernon,Baker,Bakery,Vernon,41.838,-72.457,Stores,50,3.79,131.9
4960,M,Vancouver,Meat Cutter,Meats,Vancouver,45.63,-122.677,Stores,40,3.73,55.81
4964,M,Vancouver,Meat Cutter,Meats,Vancouver,45.63,-122.677,Stores,39,4.87,0
4966,M,Victoria,Meat Cutter,Meats,Victoria,28.799,-97.006,Stores,51,3.6,31.72
4969,F,Vancouver,Shelf Stocker,Processed Foods,Vancouver,45.63,-122.677,Stores,52,5.45,157.75
4972,F,Vancouver,Meat Cutter,Meats,Vancouver,45.63,-122.677,Stores,36,5.72,34.22
4973,M,Victoria,Meat Cutter,Meats,Victoria,28.799,-97.006,Stores,36,3.93,34.68
4976,F,Vancouver,Shelf Stocker,Processed Foods,Vancouver,45.63,-122.677,Stores,47,4.12,80.45
4977,F,Sidney,Meat Cutter,Meats,Victoria,28.799,-97.006,Stores,55,4.97,95.73
4978,F,Sooke,Meat Cutter,Meats,Victoria,28.799,-97.006,Stores,31,3.88,33.36
4984,M,Richmond,Produce Clerk,Produce,Richmond,37.546,-77.453,Stores,32,3.62,0
4991,M,Victoria,Produce Clerk,Produce,Victoria,28.799,-97.006,Stores,43,5.05,50.92
4994,F,Vancouver,Shelf Stocker,Processed Foods,Vancouver,45.63,-122.677,Stores,29,2.19,0
4995,M,Vancouver,Meat Cutter,Meats,Vancouver,45.63,-122.677,Stores,49,3.92,56.38
4998,F,Vancouver,Shelf Stocker,Processed Foods,Vancouver,45.63,-122.677,Stores,33,8.22,0
5000,F,White Rock,Cashier,Customer Service,White Rock,45.925,-96.576,Stores,45,4.1,96.64
5002,F,White Rock,Cashier,Customer Service,White Rock,45.925,-96.576,Stores,36,3.87,39.83
5005,M,Surrey,Produce Clerk,Produce,Surrey,48.236,-101.133,Stores,36,6.26,10.12
5007,M,Grand Forks,Customer Service Manager,Customer Service,Grand Forks,47.924,-97.031,Stores,45,3.25,100.11
5008,M,Vancouver,Meat Cutter,Meats,Vancouver,45.63,-122.677,Stores,36,5.79,15.81
5010,F,Vancouver,Shelf Stocker,Processed Foods,Vancouver,45.63,-122.677,Stores,34,5.18,0
5017,M,Vancouver,Cashier,Customer Service,Vancouver,45.63,-122.677,Stores,47,5.4,51.53
5024,M,Sidney,Meat Cutter,Meats,Victoria,28.799,-97.006,Stores,18,6.21,0
5026,F,Victoria,Meat Cutter,Meats,Victoria,28.799,-97.006,Stores,31,4.27,80.84
5027,F,Vancouver,Cashier,Customer Service,Vancouver,45.63,-122.677,Stores,27,3.87,0
5029,F,Vancouver,Cashier,Customer Service,Vancouver,45.63,-122.677,Stores,39,5.23,17.95
5032,M,Vancouver,Cashier,Customer Service,Vancouver,45.63,-122.677,Stores,32,5.96,51.01
5040,F,Vancouver,Cashier,Customer Service,Vancouver,45.63,-122.677,Stores,33,3.85,0
5043,F,Vernon,Baker,Bakery,Vernon,41.838,-72.457,Stores,36,4.57,55.33
5045,F,Victoria,Meat Cutter,Meats,Victoria,28.799,-97.006,Stores,39,5.05,77.49
5046,M,Victoria,Meat Cutter,Meats,Victoria,28.799,-97.006,Stores,43,5.67,55.44
5050,M,Richmond,Produce Clerk,Produce,Richmond,37.546,-77.453,Stores,35,3.72,44.9
5053,M,Victoria,Produce Clerk,Produce,Victoria,28.799,-97.006,Stores,43,5.45,67.22
5055,M,Vancouver,Cashier,Customer Service,Vancouver,45.63,-122.677,Stores,49,3.42,76.43
5057,F,Vancouver,Cashier,Customer Service,Vancouver,45.63,-122.677,Stores,42,3.62,58.72
5058,M,Vancouver,Cashier,Customer Service,Vancouver,45.63,-122.677,Stores,48,4.14,85.3
5062,F,Victoria,Meat Cutter,Meats,Victoria,28.799,-97.006,Stores,25,5.37,0
5066,M,Langley,Produce Clerk,Produce,Langley,48.034,-122.408,Stores,38,5.49,87.99
5070,F,Vancouver,Cashier,Customer Service,Vancouver,45.63,-122.677,Stores,45,2.92,90.34
5071,F,Vancouver,Meat Cutter,Meats,Vancouver,45.63,-122.677,Stores,31,4.24,0
5075,M,Victoria,Meat Cutter,Meats,Victoria,28.799,-97.006,Stores,41,4.27,47.85
5076,M,Vancouver,Meat Cutter,Meats,Vancouver,45.63,-122.677,Stores,52,6.91,77.86
5078,F,Victoria,Meat Cutter,Meats,Victoria,28.799,-97.006,Stores,29,1.57,10.22
5079,M,Vancouver,Meat Cutter,Meats,Vancouver,45.63,-122.677,Stores,44,4.18,89.66
5080,M,Surrey,Baker,Bakery,Surrey,48.236,-101.133,Stores,51,3.91,116.54
5081,F,Vancouver,Meat Cutter,Meats,Vancouver,45.63,-122.677,Stores,40,2.85,71.72
5082,F,Vancouver,Meat Cutter,Meats,Vancouver,45.63,-122.677,Stores,29,5.77,30.11
5083,M,Vancouver,Meat Cutter,Meats,Vancouver,45.63,-122.677,Stores,49,4.5,43.85
5084,M,Vancouver,Meat Cutter,Meats,Vancouver,45.63,-122.677,Stores,47,6.07,16.65
5086,M,Cobble Hill,Meat Cutter,Meats,Victoria,28.799,-97.006,Stores,31,5.99,0
5093,F,Vancouver,Cashier,Customer Service,Vancouver,45.63,-122.677,Stores,29,2.74,38.44
5095,F,Richmond,Baker,Bakery,Richmond,37.546,-77.453,Stores,46,7.12,94.92
5096,F,Vancouver,Meat Cutter,Meats,Vancouver,45.63,-122.677,Stores,30,4.82,0
5099,M,Victoria,Produce Clerk,Produce,Victoria,28.799,-97.006,Stores,36,5.53,16.66
5100,F,Victoria,Meat Cutter,Meats,Victoria,28.799,-97.006,Stores,41,4.3,53.2
5101,F,Vancouver,Cashier,Customer Service,Vancouver,45.63,-122.677,Stores,39,3.78,34.87
5105,F,Vancouver,Cashier,Customer Service,Vancouver,45.63,-122.677,Stores,33,5.15,1.86
5111,F,Willow Point,Baker,Bakery,Trail,47.783,-95.698,Stores,23,2.65,0
5112,M,Vancouver,Meat Cutter,Meats,Vancouver,45.63,-122.677,Stores,29,6.9,0
5115,M,Richmond,Produce Clerk,Produce,Richmond,37.546,-77.453,Stores,45,6.27,61.91
5117,M,Vancouver,Cashier,Customer Service,Vancouver,45.63,-122.677,Stores,41,4.06,77.7
5118,F,Victoria,Meat Cutter,Meats,Victoria,28.799,-97.006,Stores,40,6.46,12.38
5120,M,Fauquier,Baker,Bakery,Trail,47.783,-95.698,Stores,50,7.16,80.2
5123,F,Vernon,Baker,Bakery,Vernon,41.838,-72.457,Stores,46,4.76,107.72
5124,M,Vancouver,Cashier,Customer Service,Vancouver,45.63,-122.677,Stores,49,1.79,40.67
5128,F,Vancouver,Cashier,Customer Service,Vancouver,45.63,-122.677,Stores,12,5.24,0
5129,F,Vancouver,Cashier,Customer Service,Vancouver,45.63,-122.677,Stores,28,5.07,0
5130,F,Vancouver,Cashier,Customer Service,Vancouver,45.63,-122.677,Stores,43,5.26,90.74
5131,M,Vancouver,Cashier,Customer Service,Vancouver,45.63,-122.677,Stores,45,5.28,44.91
5133,F,Victoria,Meat Cutter,Meats,Victoria,28.799,-97.006,Stores,32,5.24,41.23
5134,M,Surrey,Baker,Bakery,Surrey,48.236,-101.133,Stores,58,3.72,110.9
5137,M,Vancouver,Cashier,Customer Service,Vancouver,45.63,-122.677,Stores,40,4.77,21.38
5138,M,Victoria,Meat Cutter,Meats,Victoria,28.799,-97.006,Stores,32,7.86,0
5139,F,Victoria,Meat Cutter,Meats,Victoria,28.799,-97.006,Stores,63,3.88,187.45
5141,F,Vancouver,Cashier,Customer Service,Vancouver,45.63,-122.677,Stores,30,2.94,10.69
5142,M,Surrey,Baker,Bakery,Surrey,48.236,-101.133,Stores,43,5.48,39.78
5145,M,Vancouver,Cashier,Customer Service,Vancouver,45.63,-122.677,Stores,37,5.18,13.43
5146,M,Westwold,Baker,Bakery,Vernon,41.838,-72.457,Stores,42,5.8,38.24
5147,F,Vallican,Baker,Bakery,Trail,47.783,-95.698,Stores,51,2.65,98.97
5149,M,Victoria,Meat Cutter,Meats,Victoria,28.799,-97.006,Stores,43,2.17,93.51
5154,M,Vancouver,Cashier,Customer Service,Vancouver,45.63,-122.677,Stores,38,5.37,67.15
5155,M,Vancouver,Cashier,Customer Service,Vancouver,45.63,-122.677,Stores,53,3.69,130.45
5157,F,Surrey,Baker,Bakery,Surrey,48.236,-101.133,Stores,40,6.11,83.38
5158,F,Vancouver,Cashier,Customer Service,Vancouver,45.63,-122.677,Stores,48,4.17,132.76
5160,F,Victoria,Meat Cutter,Meats,Victoria,28.799,-97.006,Stores,36,3.61,66.38
5161,F,Vancouver,Cashier,Customer Service,Vancouver,45.63,-122.677,Stores,55,5.38,217.37
5163,M,Vancouver,Cashier,Customer Service,Vancouver,45.63,-122.677,Stores,37,5.23,0
5164,M,Vancouver,Cashier,Customer Service,Vancouver,45.63,-122.677,Stores,33,6.31,17.8
5169,F,Richmond,Produce Clerk,Produce,Richmond,37.546,-77.453,Stores,22,6.02,0
5170,F,Vancouver,Cashier,Customer Service,Vancouver,45.63,-122.677,Stores,52,7.68,113.09
5171,F,Vancouver,Cashier,Customer Service,Vancouver,45.63,-122.677,Stores,37,3.87,78
5172,F,Vancouver,Cashier,Customer Service,Vancouver,45.63,-122.677,Stores,39,4.6,45.27
5173,F,Vancouver,Cashier,Customer Service,Vancouver,45.63,-122.677,Stores,37,5.02,0
5178,M,Greenwood,Meat Cutter,Meats,Grand Forks,47.924,-97.031,Stores,47,6.98,105.49
5180,F,Richmond,Produce Clerk,Produce,Richmond,37.546,-77.453,Stores,35,5.43,32.58
5185,M,Vancouver,Cashier,Customer Service,Vancouver,45.63,-122.677,Stores,42,5.67,48.91
5187,F,Vancouver,Cashier,Customer Service,Vancouver,45.63,-122.677,Stores,34,2.99,0
5188,M,Victoria,Meat Cutter,Meats,Victoria,28.799,-97.006,Stores,54,2.89,114.83
5195,M,Cumberland,Meat Cutter,Meats,Victoria,28.799,-97.006,Stores,40,5.57,31.96
5197,F,Vancouver,Cashier,Customer Service,Vancouver,45.63,-122.677,Stores,27,3.72,0
5198,F,Vancouver,Cashier,Customer Service,Vancouver,45.63,-122.677,Stores,31,4.58,17.77
5201,F,Vancouver,Cashier,Customer Service,Vancouver,45.63,-122.677,Stores,45,4.49,127.54
5203,M,Vancouver,Cashier,Customer Service,Vancouver,45.63,-122.677,Stores,31,3.72,0
5204,F,Victoria,Meat Cutter,Meats,Victoria,28.799,-97.006,Stores,27,2.84,6.42
5205,F,Surrey,Baker,Bakery,Surrey,48.236,-101.133,Stores,40,5.03,49.8
5206,F,Lumby,Dairy Person,Dairy,Vernon,41.838,-72.457,Stores,29,6.14,0
5212,M,Ladysmith,Meat Cutter,Meats,Victoria,28.799,-97.006,Stores,46,4.4,105.71
5221,M,Victoria,Meat Cutter,Meats,Victoria,28.799,-97.006,Stores,42,6.49,53.66
5222,F,Surrey,Baker,Bakery,Surrey,48.236,-101.133,Stores,28,2.53,0
5226,F,Vancouver,Cashier,Customer Service,Vancouver,45.63,-122.677,Stores,50,5.32,80.4
5234,F,Vancouver,Cashier,Customer Service,Vancouver,45.63,-122.677,Stores,33,5.07,0.88
5235,M,Victoria,Meat Cutter,Meats,Victoria,28.799,-97.006,Stores,47,2.12,109.39
5237,F,Richmond,Produce Clerk,Produce,Richmond,37.546,-77.453,Stores,23,5.57,0
5238,M,Vancouver,Cashier,Customer Service,Vancouver,45.63,-122.677,Stores,44,3.4,43.35
5239,F,Surrey,Baker,Bakery,Surrey,48.236,-101.133,Stores,54,4.09,131.15
5241,F,Vancouver,Cashier,Customer Service,Vancouver,45.63,-122.677,Stores,44,3.55,78.64
5242,M,Abbotsford,Shelf Stocker,Processed Foods,Abbotsford,44.944,-90.315,Stores,52,4.81,107.79
5243,M,Victoria,Meat Cutter,Meats,Victoria,28.799,-97.006,Stores,33,5.5,0
5244,M,Victoria,Meat Cutter,Meats,Victoria,28.799,-97.006,Stores,43,4.33,9.33
5246,M,Christina Lake,Meat Cutter,Meats,Grand Forks,47.924,-97.031,Stores,39,4.58,32.19
5248,M,Richmond,Produce Clerk,Produce,Richmond,37.546,-77.453,Stores,29,3.89,0
5249,M,Nelson,Meat Cutter,Meats,Nelson,34.38,-84.372,Stores,41,2.42,49.33
5250,M,Richmond,Produce Clerk,Produce,Richmond,37.546,-77.453,Stores,46,5.36,76.57
5254,F,Vancouver,Cashier,Customer Service,Vancouver,45.63,-122.677,Stores,43,5.72,43.18
5260,M,Victoria,Meat Cutter,Meats,Victoria,28.799,-97.006,Stores,31,5.08,0
5261,M,Langley,Baker,Bakery,Langley,48.034,-122.408,Stores,47,5.09,57.39
5262,M,Lumby,Dairy Person,Dairy,Vernon,41.838,-72.457,Stores,28,2.34,0
5264,F,Cumberland,Meat Cutter,Meats,Victoria,28.799,-97.006,Stores,48,4.05,83.95
5265,F,Victoria,Meat Cutter,Meats,Victoria,28.799,-97.006,Stores,33,3.39,30.4
5267,M,Vancouver,Cashier,Customer Service,Vancouver,45.63,-122.677,Stores,54,2.16,96.3
5269,M,Vancouver,Cashier,Customer Service,Vancouver,45.63,-122.677,Stores,38,1.44,39.1
5270,M,Victoria,Meat Cutter,Meats,Victoria,28.799,-97.006,Stores,60,4.19,111.83
5276,F,Richmond,Baker,Bakery,Richmond,37.546,-77.453,Stores,32,5.91,79.48
5277,F,Vancouver,Cashier,Customer Service,Vancouver,45.63,-122.677,Stores,34,3.1,16.93
5278,M,Victoria,Meat Cutter,Meats,Victoria,28.799,-97.006,Stores,54,4.21,135.34
5279,F,Vancouver,Cashier,Customer Service,Vancouver,45.63,-122.677,Stores,50,3.28,84.56
5286,F,Vernon,Dairy Person,Dairy,Vernon,41.838,-72.457,Stores,36,2.24,14.72
5288,F,Blue River,Dairy Person,Dairy,Blue River,39.447,-106.038,Stores,30,4.41,0
5289,F,Vancouver,Cashier,Customer Service,Vancouver,45.63,-122.677,Stores,39,3.1,26.92
5292,F,Vancouver,Cashier,Customer Service,Vancouver,45.63,-122.677,Stores,37,5.04,55.76
5294,F,Surrey,Baker,Bakery,Surrey,48.236,-101.133,Stores,46,2.08,101.61
5295,M,Vancouver,Cashier,Customer Service,Vancouver,45.63,-122.677,Stores,47,3.24,59.96
5296,F,Vancouver,Cashier,Customer Service,Vancouver,45.63,-122.677,Stores,65,5.64,206.77
5298,F,Victoria,Meat Cutter,Meats,Victoria,28.799,-97.006,Stores,58,2.97,170.04
5300,M,Fort Langley,Baker,Bakery,Langley,48.034,-122.408,Stores,47,5.55,84.57
5310,M,Vernon,Dairy Person,Dairy,Vernon,41.838,-72.457,Stores,53,6.96,80.99
5311,M,Victoria,Meat Cutter,Meats,Victoria,28.799,-97.006,Stores,43,2.82,48.4
5314,M,Victoria,Meat Cutter,Meats,Victoria,28.799,-97.006,Stores,43,5.05,44.13
5315,F,Trail,Baker,Bakery,Trail,47.783,-95.698,Stores,14,4.66,0
5316,F,Victoria,Meat Cutter,Meats,Victoria,28.799,-97.006,Stores,61,5.75,140.3
5317,F,Vancouver,Cashier,Customer Service,Vancouver,45.63,-122.677,Stores,45,6.01,110.93
5318,M,Victoria,Meat Cutter,Meats,Victoria,28.799,-97.006,Stores,45,5.6,31.38
5322,M,Richmond,Baker,Bakery,Richmond,37.546,-77.453,Stores,45,9.29,76.84
5323,M,Vancouver,Cashier,Customer Service,Vancouver,45.63,-122.677,Stores,69,4.9,182.71
5325,F,Vancouver,Cashier,Customer Service,Vancouver,45.63,-122.677,Stores,43,5.31,68.15
5326,F,Victoria,Meat Cutter,Meats,Victoria,28.799,-97.006,Stores,50,5.37,102.17
5327,F,Rossland,Baker,Bakery,Trail,47.783,-95.698,Stores,41,4.43,61.37
5335,M,Victoria,Meat Cutter,Meats,Victoria,28.799,-97.006,Stores,51,0.9,135.83
5337,M,Armstrong,Dairy Person,Dairy,Vernon,41.838,-72.457,Stores,26,7.06,7.01
5338,F,Trail,Baker,Bakery,Trail,47.783,-95.698,Stores,46,4.31,118.75
5340,M,Vancouver,Cashier,Customer Service,Vancouver,45.63,-122.677,Stores,36,7.21,17.95
5344,F,Genelle,Baker,Bakery,Trail,47.783,-95.698,Stores,36,4.04,55.55
5345,F,Vancouver,Cashier,Customer Service,Vancouver,45.63,-122.677,Stores,39,4.45,99.88
5349,M,Vancouver,Cashier,Customer Service,Vancouver,45.63,-122.677,Stores,53,3.3,72.22
5351,F,Vancouver,Cashier,Customer Service,Vancouver,45.63,-122.677,Stores,39,6.3,65.86
5353,F,Victoria,Produce Clerk,Produce,Victoria,28.799,-97.006,Stores,32,3.52,11.82
5354,F,Vancouver,Cashier,Customer Service,Vancouver,45.63,-122.677,Stores,23,7.45,0
5363,M,Vancouver,Cashier,Customer Service,Vancouver,45.63,-122.677,Stores,23,2.91,0
5367,M,Surrey,Baker,Bakery,Surrey,48.236,-101.133,Stores,46,6.29,63.68
5371,M,Vancouver,Cashier,Customer Service,Vancouver,45.63,-122.677,Stores,50,6.39,98.6
5374,M,Vancouver,Cashier,Customer Service,Vancouver,45.63,-122.677,Stores,50,3.23,100.4
5378,M,Vancouver,Cashier,Customer Service,Vancouver,45.63,-122.677,Stores,56,4.34,124.72
5383,M,Sidney,Produce Clerk,Produce,Victoria,28.799,-97.006,Stores,37,4.6,35.05
5387,F,Greenwood,Meat Cutter,Meats,Grand Forks,47.924,-97.031,Stores,50,6.47,61.08
5389,M,Vancouver,Cashier,Customer Service,Vancouver,45.63,-122.677,Stores,44,4.42,79.2
5397,F,Victoria,Produce Clerk,Produce,Victoria,28.799,-97.006,Stores,45,5.18,73.37
5401,M,Black Point,Dairy Person,Dairy,Vernon,41.838,-72.457,Stores,51,5.76,86.57
5403,M,Surrey,Baker,Bakery,Surrey,48.236,-101.133,Stores,27,5.43,0
5405,M,Abbotsford,Produce Clerk,Produce,Abbotsford,44.944,-90.315,Stores,61,5.35,140.55
5416,M,Victoria,Produce Clerk,Produce,Victoria,28.799,-97.006,Stores,46,4.75,16.73
5417,M,Victoria,Produce Clerk,Produce,Victoria,28.799,-97.006,Stores,28,4.23,0
5418,M,Sidney,Produce Clerk,Produce,Victoria,28.799,-97.006,Stores,46,6.21,60.03
5420,M,Richmond,Baker,Bakery,Richmond,37.546,-77.453,Stores,38,6.48,7.35
5421,M,Vancouver,Cashier,Customer Service,Vancouver,45.63,-122.677,Stores,40,4.92,20.5
5423,M,Vancouver,Cashier,Customer Service,Vancouver,45.63,-122.677,Stores,58,5.23,132.2
5425,F,Mayne Island,Produce Clerk,Produce,Victoria,28.799,-97.006,Stores,19,4.07,0
5426,F,Vancouver,Cashier,Customer Service,Vancouver,45.63,-122.677,Stores,42,7.72,43.64
5428,F,Vancouver,Cashier,Customer Service,Vancouver,45.63,-122.677,Stores,64,5.94,214.57
5431,F,Vancouver,Cashier,Customer Service,Vancouver,45.63,-122.677,Stores,19,4.46,0
5433,F,Langley,Dairy Person,Dairy,Langley,48.034,-122.408,Stores,48,3.55,74.55
5439,M,Tappen,Dairy Person,Dairy,Vernon,41.838,-72.457,Stores,56,6.29,93.94
5440,M,Vancouver,Cashier,Customer Service,Vancouver,45.63,-122.677,Stores,36,5.16,15
5442,F,Surrey,Baker,Bakery,Surrey,48.236,-101.133,Stores,46,4.14,36.06
5444,M,Vancouver,Cashier,Customer Service,Vancouver,45.63,-122.677,Stores,53,3.29,85.22
5445,M,Slocan,Baker,Bakery,Trail,47.783,-95.698,Stores,37,5.63,0
5447,M,Willow Point,Dairy Person,Dairy,Trail,47.783,-95.698,Stores,48,4.91,81.74
5449,F,Abbotsford,Produce Clerk,Produce,Abbotsford,44.944,-90.315,Stores,57,3.77,132.05
5451,M,Vancouver,Cashier,Customer Service,Vancouver,45.63,-122.677,Stores,51,4.16,52.4
5452,F,Victoria,Produce Clerk,Produce,Victoria,28.799,-97.006,Stores,34,6.7,0
5454,M,Castlegar,Dairy Person,Dairy,Trail,47.783,-95.698,Stores,36,4.85,10.14
5455,M,Surrey,Baker,Bakery,Surrey,48.236,-101.133,Stores,46,3.48,73.67
5459,M,Vancouver,Cashier,Customer Service,Vancouver,45.63,-122.677,Stores,40,6.34,20.67
5461,M,Vancouver,Cashier,Customer Service,Vancouver,45.63,-122.677,Stores,41,5.68,86.46
5463,M,Vancouver,Cashier,Customer Service,Vancouver,45.63,-122.677,Stores,53,6.39,87.22
5465,M,Vancouver,Cashier,Customer Service,Vancouver,45.63,-122.677,Stores,25,2.78,0
5467,M,Vancouver,Cashier,Customer Service,Vancouver,45.63,-122.677,Stores,24,3.55,0
5472,F,Abbotsford,Produce Clerk,Produce,Abbotsford,44.944,-90.315,Stores,44,3.35,112.24
5473,M,Richmond,Baker,Bakery,Richmond,37.546,-77.453,Stores,34,5.88,18.62
5474,F,Vancouver,Cashier,Customer Service,Vancouver,45.63,-122.677,Stores,38,4.59,22.46
5476,F,Vancouver,Cashier,Customer Service,Vancouver,45.63,-122.677,Stores,28,4.77,0
5478,M,Nelson,Produce Clerk,Produce,Nelson,34.38,-84.372,Stores,55,4.8,64.29
5481,M,Vancouver,Cashier,Customer Service,Vancouver,45.63,-122.677,Stores,55,4.27,151.15
5483,M,Vancouver,Cashier,Customer Service,Vancouver,45.63,-122.677,Stores,44,4.54,82.68
5486,M,Richmond,Baker,Bakery,Richmond,37.546,-77.453,Stores,55,4.93,109.96
5488,M,Langley,Dairy Person,Dairy,Langley,48.034,-122.408,Stores,63,3.5,147.53
5490,M,Vancouver,Cashier,Customer Service,Vancouver,45.63,-122.677,Stores,39,6.82,43.17
5493,F,Surrey,Baker,Bakery,Surrey,48.236,-101.133,Stores,40,3.31,32.51
5495,M,Victoria,Produce Clerk,Produce,Victoria,28.799,-97.006,Stores,34,4.17,14.75
5496,F,Vancouver,Cashier,Customer Service,Vancouver,45.63,-122.677,Stores,63,5.67,238.91
5501,F,Vancouver,Cashier,Customer Service,Vancouver,45.63,-122.677,Stores,47,2.52,132.84
5505,M,Vernon,Dairy Person,Dairy,Vernon,41.838,-72.457,Stores,39,5.45,85.37
5506,F,Victoria,Produce Clerk,Produce,Victoria,28.799,-97.006,Stores,31,1.03,17.98
5508,M,Victoria,Produce Clerk,Produce,Victoria,28.799,-97.006,Stores,50,3.96,98.99
5509,F,White Rock,Cashier,Customer Service,White Rock,45.925,-96.576,Stores,24,5.59,0
5510,M,Cumberland,Produce Clerk,Produce,Victoria,28.799,-97.006,Stores,42,0.05,62.1
5512,F,Langley,Dairy Person,Dairy,Langley,48.034,-122.408,Stores,40,6.73,84.93
5514,M,Surrey,Baker,Bakery,Surrey,48.236,-101.133,Stores,44,6.6,65.7
5516,F,Fort Langley,Dairy Person,Dairy,Langley,48.034,-122.408,Stores,52,2.14,147.76
5519,F,Vancouver,Cashier,Customer Service,Vancouver,45.63,-122.677,Stores,37,5.33,33.23
5524,M,Vernon,Dairy Person,Dairy,Vernon,41.838,-72.457,Stores,28,4.7,21.23
5525,M,Vancouver,Cashier,Customer Service,Vancouver,45.63,-122.677,Stores,42,4.73,34.7
5527,M,Surrey,Baker,Bakery,Surrey,48.236,-101.133,Stores,43,3.98,42.14
5528,F,Abbotsford,Produce Clerk,Produce,Abbotsford,44.944,-90.315,Stores,39,1.6,44.1
5530,M,Surrey,Baker,Bakery,Surrey,48.236,-101.133,Stores,61,5.8,148.63
5533,F,Vancouver,Cashier,Customer Service,Vancouver,45.63,-122.677,Stores,50,3.73,53.19
5534,M,Vancouver,Cashier,Customer Service,Vancouver,45.63,-122.677,Stores,28,4.98,0
5535,M,Surrey,Dairy Person,Dairy,Surrey,48.236,-101.133,Stores,40,5.6,6.61
5536,F,Richmond,Baker,Bakery,Richmond,37.546,-77.453,Stores,45,5.21,69.96
5538,F,Vancouver,Cashier,Customer Service,Vancouver,45.63,-122.677,Stores,46,6.39,44.03
5540,M,Cobble Hill,Produce Clerk,Produce,Victoria,28.799,-97.006,Stores,40,4.87,42.97
5541,M,Victoria,Produce Clerk,Produce,Victoria,28.799,-97.006,Stores,49,2.68,95.15
5542,F,Vancouver,Cashier,Customer Service,Vancouver,45.63,-122.677,Stores,64,4.36,188.26
5549,M,Victoria,Produce Clerk,Produce,Victoria,28.799,-97.006,Stores,41,0.67,31.84
5550,F,Vallican,Dairy Person,Dairy,Trail,47.783,-95.698,Stores,43,6.05,65.84
5554,M,Vancouver,Cashier,Customer Service,Vancouver,45.63,-122.677,Stores,64,4.53,184.13
5558,F,Vancouver,Cashier,Customer Service,Vancouver,45.63,-122.677,Stores,40,4.58,41.87
5562,M,Vancouver,Cashier,Customer Service,Vancouver,45.63,-122.677,Stores,21,2.32,0
5563,M,Vancouver,Cashier,Customer Service,Vancouver,45.63,-122.677,Stores,43,6.91,29.69
5564,M,Vancouver,Cashier,Customer Service,Vancouver,45.63,-122.677,Stores,53,4.2,91.86
5565,F,Vancouver,Cashier,Customer Service,Vancouver,45.63,-122.677,Stores,42,4.62,66.57
5570,M,Vancouver,Cashier,Customer Service,Vancouver,45.63,-122.677,Stores,40,8.05,29.58
5571,F,Vancouver,Cashier,Customer Service,Vancouver,45.63,-122.677,Stores,57,5.01,127.38
5572,M,Vancouver,Cashier,Customer Service,Vancouver,45.63,-122.677,Stores,52,6.07,73.31
5576,F,Fort Langley,Dairy Person,Dairy,Langley,48.034,-122.408,Stores,35,3.66,57.69
